numero-experimentation,type-experimentation,site-essai,systeme-essai,lot-cellules,passage,stress,temps-traitement,genes-analyses,proteine-correspondante,proteines-analysees,gene-correspondant,projet,nom-item,numero-item,type-echantillon,nom-r-et-d,nom-commercial,reference-produit,pourcentage-produit,genre,espece,fold-change,augmentation-diminution,notation
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,APPL2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,42",42 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF268,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,69",69 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF235,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RC3H2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,55",55 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SMAD4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NSG2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TMPO,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,55",55 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,EXOC3L2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,4",40 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MPPED1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,5",50 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SSTR3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,41",41 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GOLGA8J,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FAM13B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,66",66 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MAGT1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CCDC105,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,STAC2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,4",40 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,VCX2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DRGX,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,52",52 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,EXOC6B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,46",46 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DNAJC11,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,47",47 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CLIP2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,55",55 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,KDM5C,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,HNRNPCL1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,38",38 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,EPHB2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,49",49 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PAEP,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PDXDC1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GPSM1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"2,03",103 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FBXL17,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZBTB2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,4",40 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,WDR20,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,75",75 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ENPP1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,56",56 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DDX17,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,EPB41L4A,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,39",39 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NCOA2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,64",64 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RUNDC3A,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,4",40 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DPYSL4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MMP14,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"2,23",123 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RAB18,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,43",43 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,AKAP9,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,KLHL12,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DIS3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,39",39 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF724,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,46",46 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MAPK9,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,38",38 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MICAL2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,91",91 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,EGLN1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,4",40 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PEA15,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FAM149A,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,42",42 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RASL11B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,5",50 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ST7,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,73",73 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SRD5A3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,51",51 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,LILRA1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,74",74 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CCDC87,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ADAMTSL2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,UBR5,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,54",54 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CDC73,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,H2AC17,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CAB39,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,46",46 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FSD2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SYT14,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,66",66 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SERPINB8,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,44",44 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PHKA1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,51",51 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FAM171A1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,LRG1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,45",45 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GNA11,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GLUD1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,83",83 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,AFDN,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RAB2B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ANK2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,BRAP,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TBC1D10A,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,41",41 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF432,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,64",64 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CHST6,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CYP17A1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,LMAN1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,54",54 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PABPC4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,58",58 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,UBE2H,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,HSF1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,EFCAB13,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SLC38A3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ATM,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ADAM11,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,UQCRC1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,STAM,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NTSR1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,46",46 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PODXL2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MID2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RECK,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,41",41 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PPARD,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,49",49 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TBATA,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TREM2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TLK2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TSACC,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,5",50 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF600,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ABI3BP,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,71",71 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,BRIP1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,VPS25,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PDE3A,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,74",74 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SKP2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,67",67 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PAXBP1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CLASP2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,61",61 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZCCHC14,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,45",45 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,EIF2AK2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SETD5,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RAPGEF2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,65",65 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PCDHGA3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,5",50 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CTNND1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,38",38 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,IQGAP2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF772,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,49",49 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF585B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MECOM,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,39",39 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RASSF8,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,38",38 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,OR2A12,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,48",48 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CRLF3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,41",41 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MYO1D,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
